Year,Trimester,District,Neighbourhood,Average _rent,Price
2016,2,Nou Barris,Verdun,average rent (euro/month),526.19
2016,2,Nou Barris,la Prosperitat,average rent (euro/month),550.31
2016,2,Nou Barris,la Trinitat Nova,average rent (euro/month),450.85
2016,2,Nou Barris,Torre Baro,average rent (euro/month),447.05
2016,2,Nou Barris,Ciutat Meridiana,average rent (euro/month),427.97
2016,2,Sant Andreu,la Trinitat Vella,average rent (euro/month),483.22
2016,2,Sant Andreu,el Bon Pastor,average rent (euro/month),588.23
2016,2,Sant Andreu,Sant Andreu,average rent (euro/month),663.31
2016,2,Sant Andreu,la Sagrera,average rent (euro/month),619.99
2016,2,Sant Andreu,el Congres i els Indians,average rent (euro/month),635.81
2016,2,Sant Andreu,Navas,average rent (euro/month),704.45
2016,2,Sant Marti,el Camp de l'Arpa del Clot,average rent (euro/month),690.84
2016,2,Sant Marti,el Clot,average rent (euro/month),688.85
2016,2,Sant Marti,el Parc i la Llacuna del Poblenou,average rent (euro/month),759.08
2016,2,Sant Marti,la Vila Olimpica del Poblenou,average rent (euro/month),1151.48
2016,2,Sant Marti,el Poblenou,average rent (euro/month),785.11
2016,2,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,average rent (euro/month),1116.09
2016,2,Sant Marti,el Besos i el Maresme,average rent (euro/month),521.08
2016,2,Sant Marti,Provencals del Poblenou,average rent (euro/month),727.81
2016,2,Sant Marti,Sant Marti de Provencals,average rent (euro/month),679.25
2016,2,Sant Marti,la Verneda i la Pau,average rent (euro/month),613.21
2016,3,Ciutat Vella,el Raval,average rent (euro/month),666.17
2016,3,Ciutat Vella,Gothic Quarter,average rent (euro/month),851.63
2016,3,Ciutat Vella,la Barceloneta,average rent (euro/month),686.63
2016,3,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",average rent (euro/month),839.58
2016,3,Eixample,Fort Pienc,average rent (euro/month),868.35
2016,3,Eixample,Sagrada Familia,average rent (euro/month),799.38
2016,3,Eixample,la Dreta de l'Eixample,average rent (euro/month),1143.98
2016,3,Eixample,l'Antiga Esquerra de l'Eixample,average rent (euro/month),986.21
2016,3,Eixample,la Nova Esquerra de l'Eixample,average rent (euro/month),890.54
2016,3,Eixample,Sant Antoni,average rent (euro/month),883.32
2016,3,Sants-Montjuic,el Poble Sec,average rent (euro/month),696.74
2016,3,Sants-Montjuic,la Marina de Port,average rent (euro/month),577.47
2016,3,Sants-Montjuic,la Font de la Guatlla,average rent (euro/month),764.38
2016,3,Sants-Montjuic,Hostafrancs,average rent (euro/month),702.72
2016,3,Sants-Montjuic,la Bordeta,average rent (euro/month),674.88
2016,3,Sants-Montjuic,Sants - Badal,average rent (euro/month),710.45
2016,3,Sants-Montjuic,Sants,average rent (euro/month),740.5
2016,3,Les Corts,les Corts,average rent (euro/month),949.97
2016,3,Les Corts,la Maternitat i Sant Ramon,average rent (euro/month),892.28
2016,3,Les Corts,Pedralbes,average rent (euro/month),1689.6
2016,3,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",average rent (euro/month),1302.14
2016,3,Sarria-Sant Gervasi,Sarria,average rent (euro/month),1172.86
2016,3,Sarria-Sant Gervasi,les Tres Torres,average rent (euro/month),1619.04
2016,3,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,average rent (euro/month),1083.53
2016,3,Sarria-Sant Gervasi,Sant Gervasi - Galvany,average rent (euro/month),1278.66
2016,3,Sarria-Sant Gervasi,el Putxet i el Farro,average rent (euro/month),876.77
2016,3,Gracia,Vallcarca i els Penitents,average rent (euro/month),830.24
2016,3,Gracia,el Coll,average rent (euro/month),635.15
2016,3,Gracia,la Salut,average rent (euro/month),855.89
2016,3,Gracia,la Vila de Gracia,average rent (euro/month),827.81
2016,3,Gracia,el Camp d'en Grassot i Gracia Nova,average rent (euro/month),805.87
2016,3,Horta-Guinardo,el Baix Guinardo,average rent (euro/month),718.5
2016,3,Horta-Guinardo,Can Baro,average rent (euro/month),645.66
2016,3,Horta-Guinardo,el Guinardo,average rent (euro/month),679.39
2016,3,Horta-Guinardo,la Font d'en Fargues,average rent (euro/month),675.69
2016,3,Horta-Guinardo,el Carmel,average rent (euro/month),557.55
2016,3,Horta-Guinardo,la Teixonera,average rent (euro/month),570.1
2016,3,Horta-Guinardo,Sant Genis dels Agudells,average rent (euro/month),603.75
2016,3,Horta-Guinardo,Montbau,average rent (euro/month),646.43
2016,3,Horta-Guinardo,la Vall d'Hebron,average rent (euro/month),796.92
2016,3,Horta-Guinardo,Horta,average rent (euro/month),634.35
2016,3,Nou Barris,Vilapicina i la Torre Llobeta,average rent (euro/month),640.48
2016,3,Nou Barris,Porta,average rent (euro/month),617.22
2016,3,Nou Barris,el Turo de la Peira,average rent (euro/month),538.1
2016,3,Nou Barris,la Guineueta,average rent (euro/month),632.29
2016,3,Nou Barris,Canyelles,average rent (euro/month),648.75
2016,3,Nou Barris,les Roquetes,average rent (euro/month),512.34
2016,3,Nou Barris,Verdun,average rent (euro/month),495.52
2016,3,Nou Barris,la Prosperitat,average rent (euro/month),584.53
2016,3,Nou Barris,la Trinitat Nova,average rent (euro/month),419.48
2016,3,Nou Barris,Ciutat Meridiana,average rent (euro/month),373.14
2016,3,Sant Andreu,la Trinitat Vella,average rent (euro/month),459.84
2016,3,Sant Andreu,Baro de Viver,average rent (euro/month),256.45
2016,3,Sant Andreu,el Bon Pastor,average rent (euro/month),558.42
2016,3,Sant Andreu,Sant Andreu,average rent (euro/month),658.49
2016,3,Sant Andreu,la Sagrera,average rent (euro/month),670.19
2016,3,Sant Andreu,el Congres i els Indians,average rent (euro/month),691.95
2016,3,Sant Andreu,Navas,average rent (euro/month),712.32
2016,3,Sant Marti,el Camp de l'Arpa del Clot,average rent (euro/month),715.52
2016,3,Sant Marti,el Clot,average rent (euro/month),708.8
2016,3,Sant Marti,el Parc i la Llacuna del Poblenou,average rent (euro/month),839.08
